Date,WTI Spot Price ($ per barrel),WTI-Brent Price Spread ($),WTI Crack Spread,Brent Crack Spread,"OECD Petroleum Production, Annual, million barrels per day","OPEC Petroleum Production, Annual, million barrels per day","Rest of World Petroleum Production, Annual, million barrels per day","OECD Petroleum (Crude Oil) Consumption, Annual, million barrels per day","Non-OECD Petroleum (Crude Oil) Consumption, Annual, million barrels per day","China Import, Millions of tons",Kilian Global Economic Index,FEDFUNDS,U.S. ISM PMI Index,Henry Hub Natural Gas Spot Price Dollars per Million Btu,U.S. Total Crude Oil Inventory (Millions Barrels),U.S. Non-SPR Crude Oil Inventory (Millions Barrels),U.S. SPR Crude Oil Inventory (Millions Barrels),US Tight Oil Production (Millions of Barrels per day),Real Dollar Index,Closing Price: Gold ($ per ounce),Real GDP - Seasonally Adjusted (Billions of $),PPI by Commodity: Intermediate Demand by Commodity Type: Processed Energy Goods
2012-11-30,87.27,-22.549999999999997,21.497994746816726,-1.0520052531832675,23.317323621880476,35.791401437207185,32.795607390728804,46.13442212270606,46.045099680716454,23.218524590163934,-29.38356804456484,0.13218678662404704,49.5,3.66,1039.721,344.769,694.952,2.580062834464264,80.41999816894531,1704.0,16371.096795133879,199.5310989049868
2012-12-07,87.0,-22.08,22.142517908192605,0.0625179081926035,23.331939219074208,35.79647659953856,32.802202323622,46.13981928183627,46.07377254938496,23.281639344262295,-28.630137215324286,0.13019402944672714,49.5,3.41,1039.861,344.909,694.952,2.598673274678725,79.5999984741211,1695.800048828125,16375.692617665934,199.6006686284764
2012-12-14,85.71,-23.39,23.881102392902296,0.49110239290231067,23.34661326659158,35.80155779803595,32.80881898731333,46.145302777926844,46.102428710874776,23.344754098360653,-27.86725924957201,0.12817640295941538,49.854775828460035,3.3,1038.897,343.945,694.952,2.6173139845454174,79.62000274658203,1659.0999755859375,16380.341178372271,199.7133191227636
2012-12-21,88.24,-21.55000000000001,21.873748200945823,0.3237482009458101,23.361345554947547,35.80664494884867,32.81545662682625,46.15087152552314,46.13106801396174,23.407868852459014,-27.09529547228351,0.12613871719625058,50.32183235867447,3.3,1038.311,343.359,694.952,2.635982111449342,79.68000030517578,1654.9000244140625,16385.043060482883,199.86905038784838
2012-12-28,90.14,-19.67,20.57045533232311,0.9004553323231145,23.376135874657077,35.81173796812603,32.82211448718421,46.1565244391705,46.159690307421705,23.470983606557375,-26.314607208434264,0.12408578219137173,50.7,3.34,1027.191,332.239,694.952,2.654674802775503,80.5,1648.0999755859375,16389.798847227776,200.0678624237307
2013-01-04,92.77,-19.58,18.61122378703423,-0.9687762129657548,23.390984016235127,35.81683677201734,32.82879181341063,46.162260433414275,46.18829544003051,23.534098360655737,-25.525555782999767,0.12202240797891768,50.7,3.28,1028.083,333.131,694.952,2.6733892059089017,79.55999755859375,1660.0,16394.60912183695,200.3097552304106
2013-01-11,93.38,-18.99000000000001,18.746053565079155,-0.24394643492085302,23.40588977019665,35.82194127667192,32.83548785052896,46.168078422799816,46.216883260563996,23.597213114754098,-24.728502520955512,0.11995340459302736,51.384867724867725,3.18,1027.447,332.18,695.267,2.69212246823454,80.05000305175781,1686.5999755859375,16399.474467540407,200.59472880788806
2013-01-18,94.58,-16.769999999999996,18.364944666457898,1.5949446664579152,23.420852927056597,35.827051398239085,32.84220184356268,46.17397732187248,46.24545361779798,23.66032786885246,-23.923808747276983,0.11788358206783967,52.425291005291,3.44,1030.26,334.993,695.267,2.7108717371374205,79.75,1656.4000244140625,16404.395467568145,200.92278315616312
2013-01-25,95.41,-18.310000000000002,18.427897091170433,0.11789709117044822,23.43587327732994,35.832167052868144,32.84893303753517,46.179956045177605,46.27400636050834,23.72344262295082,-23.11183578693967,0.11581775043749343,53.1,3.54,1036.4,340.94,695.46,2.7296341600025453,79.12999725341797,1669.4000244140625,16409.372705150166,201.29391827523574
2013-02-01,97.33,-17.799999999999997,17.459660143535263,-0.34033985646472803,23.450950611531642,35.837288156708404,32.855680677469906,46.18601350726054,46.302541337470906,23.786557377049178,-22.292944964919062,0.11376071973612766,53.1,3.26,1039.081,343.274,695.807,2.7484068842149174,80.25,1666.0,16414.406763516465,201.70209622657273
2013-02-08,96.18,-20.97,19.528729649463514,-1.441270350536494,23.466084720176642,35.84241462590918,32.862444008390355,46.19214862266665,46.3310583974615,23.84967213114754,-21.467497606190655,0.1117172999978812,53.442817561290845,3.33,1039.803,343.834,695.969,2.7671870571595374,80.58000183105469,1608.800048828125,16419.498225897052,202.11108937897475
2013-02-15,96.95,-21.14999999999999,19.62985491327358,-1.5201450867263968,23.481275393779917,35.847546376619796,32.869222275319885,46.198360305941264,46.35955738925599,23.9127868852459,-20.635855035729943,0.10969230125689297,53.86246051940709,3.26,1043.946,347.977,695.969,2.785971826221409,81.4800033569336,1572.4000244140625,16424.647675521923,202.51485979390864
2013-02-22,94.38,-20.92,23.023035934965588,2.1030359349655896,23.496522422856412,35.85268332498954,32.876014723282026,46.20464747162975,46.38803816163021,23.97590163934426,-19.7983785785124,0.10769053354730188,54.2,3.28,1045.076,349.107,695.969,2.8047583387855335,82.30999755859375,1571.9000244140625,16429.855695621078,202.91340747137448
2013-03-01,92.19,-20.230000000000004,25.98827271453943,5.75827271453943,23.511825597921096,35.85782538716775,32.882820597300174,46.211009034277446,46.41650056335999,24.039016393442623,-18.95542955951353,0.10571680690324675,54.2,3.48,1048.812,352.843,695.969,2.823543742236913,82.69999694824219,1576.5999755859375,16435.12286942452,203.30673241137214
2013-03-08,91.0,-18.980000000000004,27.90556525199518,8.925565251995181,23.527184709488917,35.862972479303735,32.88963914239777,46.2174439084297,46.44494444322118,24.102131147540984,-18.10736930370881,0.10377593135886659,53.6392917010522,3.57,1051.436,355.467,695.969,2.842325183960551,82.26000213623047,1592.5,16440.449780162242,203.6948346139017
2013-03-15,92.7,-15.709999999999994,26.884913547332797,11.174913547332798,23.542599548074836,35.8681245175468,32.89646960359828,46.22395100863188,46.473369649989614,24.165245901639345,-17.254559136073745,0.10187271694830027,52.70662265318754,3.74,1050.122,354.153,695.969,2.861099811341448,82.52999877929688,1606.199951171875,16445.837011064257,204.0777140789631
2013-03-22,93.05,-14.280000000000001,27.166317600552322,12.886317600552312,23.55806990419382,35.87328141804626,32.903311225925115,46.23052924942931,46.501776032441164,24.228360655737703,-16.397360381583812,0.10001197370568668,51.795642278729105,3.99,1053.378,357.409,695.969,2.8798647717646078,82.98999786376953,1594.800048828125,16451.285145360554,204.45537080655643
2013-03-29,96.08,-11.600000000000009,24.719777411653695,13.119777411653692,23.57359556836082,35.87844309695144,32.91016325440174,46.23717754536735,46.53016343935163,24.291475409836064,-15.536134365214508,0.0981985116651647,51.3,4.05,1056.085,360.116,695.969,2.898617212615031,82.5,1575.4000244140625,16456.794766281142,204.8278047966816
2013-04-05,95.07,-11.990000000000009,26.265292980636996,14.275292980636985,23.589176331090794,35.883609470411635,32.91702493405158,46.24389481099136,46.55853171949688,24.354590163934425,-14.671242411941323,0.09643714086087327,51.3,3.99,1055.967,359.998,695.969,2.917354281277721,82.30999755859375,1501.0,16462.366457056014,205.19501604933868
2013-04-12,93.36,-9.89,28.462864307502116,18.572864307502112,23.6048119828987,35.888780454576164,32.92389550989812,46.250679960846675,46.58688072165274,24.417704918032786,-13.803045846739742,0.09473267132695123,51.104996996996995,4.13,1054.734,358.765,695.969,2.9360731251376797,82.70999908447266,1395.300048828125,16468.000800915182,205.5570045645276
2013-04-19,88.0,-10.090000000000003,34.26249139224916,24.172491392249167,23.6205023142995,35.89395596559434,32.93077422696475,46.25753190947865,46.61521029459506,24.480819672131148,-12.931905994585257,0.09308991309753756,50.881165165165164,4.25,1055.681,359.712,695.969,2.954770891579909,82.4800033569336,1453.5999755859375,16473.698381088634,205.9137703422484
2013-04-26,91.0,-9.61,31.65417423487808,22.044174234878085,23.636247115808146,35.899135919615475,32.93766033027494,46.264449571432635,46.64352028709967,24.54393442622951,-12.05818418045336,0.09151367620677112,50.7,4.24,1062.377,366.408,695.969,2.9734447279894116,82.0999984741211,1464.300048828125,16479.459780806377,206.2653133825011
2013-05-03,93.4,-8.129999999999995,29.597912835388836,21.46791283538884,23.652046177939603,35.90432023278889,32.94455306485212,46.27143186125397,46.67181054794242,24.60704918032787,-11.182241729319543,0.09000877068879082,50.7,4.23,1062.748,366.779,695.969,2.9920917817511894,83.13999938964844,1436.800048828125,16485.285583298413,206.61163368528565
2013-05-10,95.84,-7.929999999999993,27.453707193781536,19.52370719378153,23.667899291208837,35.9095088212639,32.951451675719724,46.27847769348802,46.700080925899165,24.670163934426228,-10.30443996615929,0.08858000657773557,50.405562007874025,3.89,1062.124,366.155,695.969,3.010709200250245,84.27999877929688,1364.9000244140625,16491.176371794736,206.95273125060206
2013-05-17,94.65,-8.259999999999991,28.89155731005606,20.63155731005607,23.683806246130786,35.914701601189805,32.95835540790124,46.28558598268013,46.72833126974572,24.73327868852459,-9.42514021594809,0.08723219390774423,49.90916535433071,3.95,1061.786,365.817,695.969,3.02929413087158,83.69999694824219,1386.800048828125,16497.132729525354,207.28860607845039
2013-05-24,94.76,-7.539999999999992,28.981463184212487,21.441463184212505,23.699766833220423,35.919898488715916,32.96526350642007,46.29275564337565,46.75656142825795,24.79639344262295,-8.544703803661442,0.08597014271295575,49.38318602362205,4.14,1064.786,368.817,695.969,3.0478437210001967,83.37999725341797,1392.5999755859375,16503.155239720258,207.61925816883056
2013-05-31,93.32,-8.710000000000008,30.57342481625081,21.863424816250795,23.715780842992704,35.92509939999156,32.97217521629966,46.29998559011992,46.7847712502117,24.85950819672131,-7.663492054274824,0.084798663027509,49.0,4.12,1058.519,362.55,695.969,3.0663551180210975,81.69000244140625,1383.0,16509.244485609463,207.9446875217426
2013-06-07,94.25,-8.670000000000002,29.747442206171,21.077442206171003,23.731848065962584,35.93030425116604,32.97908978256346,46.3072747374583,46.81296058438277,24.922622950819672,-6.781866292763735,0.0837225648855429,49.0,3.94,1061.148,365.179,695.969,3.0848254693192847,80.66999816894531,1387.300048828125,16515.40105042296,208.26489413718656
2013-06-14,96.36,-7.030000000000001,27.693515353973073,20.663515353973064,23.74796829264502,35.93551295838867,32.986006450234946,46.31462199993612,46.84112927954705,24.985737704918034,-5.900187844103661,0.08274665832119635,49.50667012977545,3.77,1061.461,365.492,695.969,3.1032519222797603,82.31999969482422,1291.5999755859375,16521.625517390745,208.57987801516234
2013-06-21,96.65,-7.280000000000001,27.41164425965701,20.13164425965702,23.764141313554973,35.94072543780877,32.9929244643375,46.32202629209877,46.86927718448035,25.04885245901639,-5.018818033270092,0.08187575336860822,50.26600867599883,3.87,1061.479,365.51,695.969,3.1216316242875273,83.16999816894531,1223.800048828125,16527.91846974283,208.88963915567004
2013-06-28,95.83,-5.6000000000000085,28.191828923222868,22.591828923222863,23.780366919207406,35.945941605575655,32.99984306989458,46.329486528491564,46.89740414795852,25.111967213114752,-4.13811818523852,0.08111466006191745,50.9,3.72,1051.132,355.163,695.969,3.1399617227275862,84.41999816894531,1212.9000244140625,16534.280490709207,209.19417755870958
2013-07-05,100.65,-4.530000000000001,23.28406934467057,18.75406934467058,23.79664490011727,35.95116137783862,33.00676151192965,46.33700162365985,46.9255100187574,25.175081967213114,-3.258449624984433,0.08046818843526296,50.9,3.54,1041.395,345.426,695.969,3.158239364984941,82.98999786376953,1277.800048828125,16540.712163519882,209.49349322428102
2013-07-12,104.7,-3.5600000000000023,19.09836552400016,15.538365524000161,23.812975046799526,35.95638467074699,33.013679035466154,46.344570492149,46.95359464565285,25.238196721311475,-2.380173677483322,0.07994114852278358,52.248710317460315,3.66,1034.493,338.524,695.969,3.1764616984445926,82.58000183105469,1293.300048828125,16547.214071404855,209.78758615238428
2013-07-19,106.88,-2.530000000000001,16.73471746121165,14.204717461211638,23.829357149769137,35.96161140045009,33.02059488552752,46.352192048504364,46.98165787742068,25.301311475409836,-1.5036516677106793,0.07953835035861831,54.30054563492064,3.69,1031.668,335.699,695.969,3.194625870491544,81.62000274658203,1321.699951171875,16553.786797594123,210.07645634301952
2013-07-26,105.88,-2.5200000000000102,17.503125156304993,14.983125156304974,23.845790999541055,35.96684148309721,33.0275083071372,46.35986520727126,47.009699562836765,25.364426229508197,-0.6292449206419839,0.07926460397690593,55.4,3.67,1032.099,336.13,695.969,3.2127290285107972,81.91000366210938,1310.5999755859375,16560.43092531769,210.36010379618656
2013-08-02,105.54,-3.069999999999993,17.56358860928022,14.493588609280229,23.862276386630242,35.97207483483767,33.034418545318616,46.36758888299507,47.03771955067692,25.427540983606555,0.24268523874726355,0.0791247194117854,55.4,3.45,1030.668,334.699,695.969,3.2307683198873542,81.12999725341797,1312.9000244140625,16567.14703780555,210.6385285118855
2013-08-09,105.17,-3.3900000000000006,17.606107820137368,14.216107820137362,23.878813101551653,35.97731137182079,33.04132484509522,46.37536199022113,47.06571768971698,25.490655737704916,1.111777485481575,0.07912350669739568,55.4773552955665,3.32,1027.856,331.887,695.969,3.2487408920062175,81.26000213623047,1371.699951171875,16573.935718287714,210.91173049011633
2013-08-16,106.97,-3.760000000000005,15.430682788876368,11.670682788876357,23.895400934820252,35.98255101019588,33.04822645149047,46.383183443494794,47.09369382873283,25.553770491803277,1.9776704945854622,0.07926577586787559,55.55985221674877,3.35,1026.428,330.459,695.969,3.2666438922523895,81.33999633789062,1395.699951171875,16580.797549994175,211.17970973087898
2013-08-23,105.48,-5.640000000000001,16.49731351549724,10.857313515497234,23.912039676950993,35.987793666112246,33.0551226095278,46.3910521573614,47.121647816500264,25.61688524590164,2.84000294108343,0.07955633695736408,55.63742302955665,3.49,1029.414,333.445,695.969,3.2844744680108717,82.08999633789062,1396.0999755859375,16587.733116154937,211.44246623417354
2013-08-30,108.33,-6.989999999999995,13.176000000000007,6.186000000000017,23.928729118458833,35.99303925571922,33.06201256423065,46.39896704636631,47.14957950179515,25.68,3.6984135,0.08,55.7,3.55,1027.578,331.609,695.969,3.3022297666666667,82.1500015258789,1386.699951171875,16594.743,211.7
2013-09-06,108.77,-7.260000000000005,12.216742242384669,4.956742242384659,23.94546904985873,35.99828769516609,33.06889556062247,46.40692702505486,47.17748873339331,25.764615384615386,4.871535591528856,0.08058448774065104,55.7,3.64,1026.96,330.991,695.969,3.318279894583948,81.44999694824219,1308.4000244140625,16602.179892549895,211.95231102835828
2013-09-13,108.36,-4.859999999999999,12.059540242651167,7.199540242651172,23.96225926166565,36.003538900602194,33.07577084372667,46.414931007972434,47.20537536007061,25.84923076923077,6.6018042471738445,0.08127977004265222,55.842036124794745,3.61,1022.592,326.623,695.969,3.3313693724950495,80.44000244140625,1332.5,16610.31828761509,212.19939931924847
2013-09-20,106.22,-3.760000000000005,13.584394000799572,9.824394000799563,23.979099544394543,36.00879278817683,33.082637658566746,46.42297790966434,47.23323923060288,25.933846153846154,8.774560558924712,0.08206402761784348,56.06070060207992,3.71,1025.227,329.258,695.969,3.342056969337217,80.2699966430664,1338.4000244140625,16619.041472610475,212.44126487267053
2013-09-27,103.1,-5.700000000000003,16.041303516829846,10.34130351682984,23.995989688560375,36.01404927403931,33.089495250166095,46.43106664467594,47.26108019376596,26.018461538461537,11.2751456187712,0.08291544117806478,56.2,3.55,1030.699,334.73,695.969,3.3509014540476945,80.12000274658203,1309.699951171875,16628.232734950925,212.6779076886245
2013-10-04,103.14,-5.489999999999995,15.290268790742005,9.800268790742015,24.01292948467809,36.01930827433893,33.0963428635482,46.43919612755259,47.288898098335686,26.103076923076923,13.988900518703048,0.08381219143515607,56.2,3.56,1037.443,341.474,695.969,3.3584615955637265,80.36000061035156,1268.0,16637.77536205134,212.9093277671103
2013-10-11,102.7,-7.599999999999994,14.97128982253605,7.371289822536066,24.029918723262664,36.02456970522505,33.10317974373645,46.44736527283964,47.31669279308791,26.18769230769231,16.801166350709998,0.0847324591009573,56.261587301587305,3.7,1041.442,345.473,695.969,3.3652961628225575,79.63999938964844,1314.4000244140625,16647.55264132661,213.13552510812798
