Date,WTI Spot Price ($ per barrel),WTI-Brent Price Spread ($),WTI Crack Spread,Brent Crack Spread,"OECD Petroleum Production, Annual, million barrels per day","OPEC Petroleum Production, Annual, million barrels per day","Rest of World Petroleum Production, Annual, million barrels per day","OECD Petroleum (Crude Oil) Consumption, Annual, million barrels per day","Non-OECD Petroleum (Crude Oil) Consumption, Annual, million barrels per day","China Import, Millions of tons",Kilian Global Economic Index,FEDFUNDS,U.S. ISM PMI Index,Henry Hub Natural Gas Spot Price Dollars per Million Btu,U.S. Total Crude Oil Inventory (Millions Barrels),U.S. Non-SPR Crude Oil Inventory (Millions Barrels),U.S. SPR Crude Oil Inventory (Millions Barrels),US Tight Oil Production (Millions of Barrels per day),Real Dollar Index,Closing Price: Gold ($ per ounce),Real GDP - Seasonally Adjusted (Billions of $),PPI by Commodity: Intermediate Demand by Commodity Type: Processed Energy Goods
2005-11-11,58.8,2.009999999999998,14.887258252871163,16.897258252871154,21.714178140756296,34.12901000762289,29.26349346642428,50.35846128667631,35.23964042854526,12.666,33.926381078976576,4.03993696109863,57.07081128747796,9.22,989.977,305.277,684.7,0.42597026541468486,91.93000030517578,485.6000061035156,15182.943515901608,166.94081766798726
2005-11-18,57.0,3.229999999999997,16.843275611588354,20.073275611588354,21.711260172469036,34.13426729351431,29.2832613715557,50.355358781822865,35.267799793389145,12.746571428571428,33.18877251303347,4.075951576335979,56.872178130511465,10.26,990.031,305.631,684.4,0.42641744355535643,92.04000091552734,492.1000061035156,15193.205404887867,167.57138848290685
2005-11-25,58.13,4.560000000000002,15.84703679107262,20.407036791072624,21.70836399943463,34.1394868541394,29.303031818950757,50.3522121988571,35.29597556555648,12.827142857142858,32.69204978293102,4.111871862651926,56.7,10.88,986.543,301.443,685.1,0.42686497753142405,91.94999694824219,503.29998779296875,15203.01134829858,168.1326824705682
2005-12-02,57.78,4.189999999999998,16.30854179132395,20.498541791323948,21.705489768737216,34.14466862654759,29.32280472812714,50.34902152439777,35.324167664468845,12.907714285714286,32.45297366952555,4.147696152606168,56.7,11.89,989.83,304.23,685.6,0.42731289634452463,91.25,527.0,15212.329520941768,168.62469963097115
2005-12-09,59.83,3.759999999999998,14.34779061234235,18.107790612342352,21.70263762746091,34.14981254778832,29.342580018602533,50.345786745063634,35.35237600954781,12.988285714285714,32.48830495367339,4.183422778758402,56.22874779541446,14.21,990.722,305.122,685.6,0.4277612289962955,89.69999694824219,503.3999938964844,15221.128097625475,169.04743996411585
2005-12-16,60.32,1.5700000000000003,13.924783254127817,15.49478325412782,21.69980772268985,34.15491855491101,29.362357609894683,50.342507847473456,35.38060052021494,13.068857142857144,32.81480441623087,4.2190500736683205,55.48659611992945,14.49,991.522,306.422,685.1,0.42821000448837354,90.83999633789062,503.0,15229.375253157725,169.4009034700022
2005-12-23,57.97,1.6099999999999994,16.3195197166804,17.929519716680403,21.697000201508168,34.1599865849651,29.382137421521286,50.33918481824599,35.4088411158918,13.149428571428572,33.449232838054286,4.254576369895622,55.1,13.06,991.64,306.54,685.1,0.428659251822396,91.16999816894531,517.0999755859375,15237.039162346557,169.68509014863028
2005-12-30,59.82,2.4399999999999977,14.49199999999999,16.931999999999988,21.694215211,34.165016575,29.40191937299999,50.335817644,35.437097716,13.23,34.408351,4.29,55.1,9.93,990.127,305.527,684.6,0.429109,88.8499984741211,539.7000122070312,15244.088,169.9
2006-01-06,63.39,1.6700000000000017,10.922224104086714,12.59222410408672,21.691452898249462,34.1700231666799,29.42165666040542,50.33231776684175,35.46537023996106,13.168205128205129,35.55681339975697,4.325405826502853,55.1,9.42,986.884,302.584,684.3,0.4295591036972348,88.88999938964844,556.0999755859375,15250.710353277173,170.04563302411145
2006-01-13,63.74,1.5600000000000023,10.550192028940481,12.110192028940483,21.688713410340696,34.17502107634893,29.441302717106005,50.328597627265765,35.493658607196586,13.106410256410257,36.74680903718777,4.360847203627278,55.080658436213994,8.63,989.625,305.325,684.3,0.4300093992611313,88.94999694824219,553.5,15257.122382297463,170.12198922096456
2006-01-20,66.79,3.250000000000007,7.4559037745613255,10.705903774561326,21.68599689435783,34.18001035307645,29.460857818560317,50.324658709473226,35.52196273712814,13.044615384615385,37.97640044640917,4.396275201485521,55.03909465020576,8.67,987.512,303.016,684.496,0.43045988819979886,89.31999969482422,558.7000122070312,15263.33362130932,170.12906859055943
2006-01-27,66.82,3.04999999999999,7.359359340949254,10.409359340949246,21.683303497385,34.18499104593183,29.48032224022693,50.32050249766531,35.550282549177304,12.982820512820513,39.24365016153795,4.431640890189825,55.0,8.22,988.635,304.935,683.7,0.43091057202134686,89.88999938964844,567.4000244140625,15269.35360456119,170.06687113289595
2006-02-03,66.59,2.5900000000000034,7.500558728104238,10.090558728104241,21.68063336650634,34.18996320398446,29.499696257564384,50.31613047604316,35.57861796276565,12.921025641025642,40.54662071669088,4.466895339852434,55.0,8.36,988.423,304.523,683.9,0.4313614522338846,90.55000305175781,550.2000122070312,15275.191866301513,169.93539684797418
2006-02-10,63.06,1.8300000000000054,10.919501936026307,12.749501936026311,21.677986648805962,34.1949268763037,29.51898014603129,50.31154412880797,35.60696889731473,12.85923076923077,41.88337464598472,4.501989620585595,55.181928788692076,7.8,993.276,309.376,683.9,0.43181253034552153,90.63999938964844,551.7999877929688,15280.857940778738,169.7346457357941
2006-02-17,59.37,1.3299999999999983,14.476188964715456,15.806188964715451,21.675363491368017,34.19988211195891,29.53817418108617,50.30674494016088,35.63533527224614,12.797435897435898,43.25197448353626,4.5368748025015515,55.52188226874217,7.25,994.797,310.497,684.3,0.43226380786436697,90.61000061035156,558.7999877929688,15286.361362241307,169.46461779635564
2006-02-24,59.93,0.5399999999999991,13.760619814171653,14.300619814171645,21.672764041276626,34.20482896001947,29.55727863818765,50.30173439430308,35.66371700698143,12.735641025641026,44.65048276346225,4.571501955712548,55.8,7.39,996.735,312.135,684.6,0.43271528629853034,89.66000366210938,566.0,15291.711664937666,169.12531302965894
2006-03-03,62.27,1.2100000000000009,11.24279448439493,12.452794484394929,21.67018844561592,34.20976746955475,29.57629379279423,50.29651397543573,35.6921140209422,12.673846153846155,46.076962019879474,4.6058221503308285,55.8,6.71,1003.576,318.776,684.8,0.433166967156121,90.8499984741211,539.9000244140625,15296.918383116259,168.7167314357039
2006-03-10,60.89,1.3900000000000006,12.42271297538529,13.812712975385296,21.667636851470043,34.21469768963412,29.59521992036455,50.29108516775999,35.720526233550004,12.612051282051283,47.52947478690468,4.639786456468639,55.36829918374146,6.44,1008.412,323.612,684.8,0.43361885194524824,88.91999816894531,554.0999755859375,15301.991051025532,168.23887301449062
2006-03-17,62.64,0.21999999999999886,10.45037528714272,10.670375287142727,21.665109405923104,34.21961966932696,29.614057296357103,50.285449455477035,35.74895356422642,12.550256410256411,49.00608359865468,4.673345944238223,54.719207063135094,7.06,1007.502,322.302,685.2,0.4340709421740216,90.06999969482422,560.0,15306.93920291393,167.69173776601895
2006-03-24,61.36,-0.25,11.485781419667243,11.235781419667243,21.662606256059256,34.22453345770262,29.63280619623051,50.27960832278803,35.77739593239302,12.48846153846154,50.50485098924621,4.706451683751825,54.3,7.1,1010.032,324.332,685.7,0.43452323935055026,89.7300033569336,581.7999877929688,15311.7723730299,167.07532569028905
2006-03-31,65.67,0.9099999999999966,6.908931372958818,7.818931372958805,21.660127548962617,34.22943910383048,29.65146689544333,50.27356325389414,35.80585325747138,12.426666666666668,52.02383949279606,4.739054745121692,54.3,7.11,1012.742,326.442,686.3,0.4349757449829437,89.62999725341797,588.4000244140625,15316.500095621881,166.3896367873008
2006-04-07,66.56,-0.37000000000000455,5.729825147017455,5.3598251470174505,21.65767343171732,34.234336656779924,29.670039669454113,50.26731573299654,35.83432545888306,12.364871794871796,53.56111164342098,4.771106198460065,54.49881465517241,6.98,1016.051,329.594,686.457,0.43542846057931134,89.62000274658203,596.5,15321.131904938322,165.6346710570542
2006-04-14,68.85,-0.060000000000002274,3.128462741843189,3.0684627418431867,21.655244051407504,34.2392261656203,29.688524793721424,50.26086724429639,35.86281245604964,12.303076923076924,55.114729975237765,4.802557113879192,54.75,6.81,1015.684,328.788,686.896,0.4358813876477624,88.05000305175781,632.2000122070312,15325.677335227667,164.81042849954935
2006-04-21,71.87,-0.6700000000000017,-0.2251558425640212,-0.8951558425640181,21.652839555117282,34.24410767942099,29.706922543703897,50.25421927199486,35.8913141683927,12.241282051282052,56.68275702236316,4.8333585614913135,55.00118534482759,7.63,1015.678,328.562,687.116,0.43633452769640635,86.11000061035156,651.7999877929688,15330.145920738363,163.9169091147862
2006-04-28,70.38,-2.460000000000008,0.908969393795843,-1.551030606204165,21.650460089930807,34.248981247251365,29.725233194860007,50.24737330029312,35.9198305153338,12.179487179487179,58.26325531891396,4.863461611408679,55.2,7.17,1017.903,330.289,687.614,0.4367878822333525,85.12000274658203,682.2000122070312,15334.547195718853,162.95411290276468
2006-05-05,72.14,-0.7800000000000011,-1.2291615490772092,-2.009161549077201,21.6481058029322,34.253846918180805,29.743457022648357,50.24033081339233,35.948361416294524,12.117692307692309,59.85428739900692,4.892817333743531,55.2,6.61,1018.672,330.615,688.057,0.4372414527667103,83.95999908447266,710.2999877929688,15338.89069441758,161.92203986348494
2006-05-12,71.5,1.0600000000000023,-0.9895486711831912,0.07045132881681108,21.64577684120559,34.258704741278656,29.761594302527534,50.23309329549367,35.97690679069644,12.055897435897435,61.45391579675882,4.9213767986081125,54.801173371647515,6.55,1019.149,330.55,688.599,0.4376952408045891,84.87999725341797,656.7000122070312,15343.18595108299,160.8206899969468
2006-05-19,69.07,1.2299999999999898,1.026813345526686,2.2568133455266755,21.64347335183511,34.26355476561431,29.77964530995609,50.22566223079829,36.005466557961114,11.994102564102565,63.060203046286425,4.949091076114671,54.172461685823755,5.92,1016.151,327.552,688.599,0.43814924785509823,85.26000213623047,650.9000244140625,15347.442499963534,159.66686438208401
2006-05-26,70.35,1.8799999999999955,-0.6260435906547647,1.253956409345231,21.641195481904894,34.26839704025713,29.7976103203926,50.21803910350737,36.03404063751013,11.932307692307692,64.67121168170651,4.975911236375449,53.7,5.96,1017.749,329.151,688.598,0.43860347542634703,84.05000305175781,635.5,15351.669875307647,158.56136949249841
2006-06-02,71.53,2.780000000000001,-2.129114161678814,0.6508858383211873,21.638943378499064,34.27323161427648,29.815489609295625,50.21022539782208,36.06262894876505,11.87051282051282,66.28500423713584,5.001788349502692,53.7,6.16,1019.032,330.434,688.598,0.439057925026445,85.72000122070312,608.2000122070312,15355.87761136378,157.52100640712356
2006-06-09,71.54,3.6500000000000057,-2.4123983675454306,1.2376016324545656,21.636717188701763,34.278058536741746,29.833283452123734,50.202222597943575,36.09123141114745,11.808717948717948,67.89964324669117,5.0266734856086455,53.179752456538175,6.06,1018.051,329.454,688.597,0.43951259816350136,85.91999816894531,578.0,15360.075242380377,156.5457751259595
2006-06-16,69.48,3.3100000000000023,-0.5758962082546001,2.7341037917454023,21.634517059597115,34.28287785672228,29.85099212433552,50.194032188073024,36.11984794407891,11.746923076923077,69.51319124448932,5.050517714805552,52.4588104686319,6.3,1019.438,330.839,688.599,0.43996749634562554,86.81999969482422,584.7999877929688,15364.272302605881,155.6356756490062
2006-06-23,69.94,1.6099999999999994,-1.2096076838063443,0.4003923161936503,21.632343138269256,34.28768962328747,29.86861590138949,50.18565565241161,36.148478466981,11.685128205128205,71.12371076464702,5.073272107205658,52.0,6.5,1016.108,327.51,688.598,0.440422621080927,85.22000122070312,613.5,15368.478326288741,154.7907079762637
2006-06-30,72.65,0.8300000000000125,-4.043532794200654,-3.2135327942006406,21.630195571802318,34.292493885506666,29.886155058744272,50.17709447516048,36.177122899275275,11.623333333333333,72.72926434128104,5.094887732921206,52.0,5.97,1013.687,325.089,688.598,0.440877973877515,84.9800033569336,632.7999877929688,15372.702847677396,154.01087210773196
2006-07-07,74.65,1.2000000000000028,-6.117671539437509,-4.917671539437511,21.628074507280417,34.29729069244927,29.9036098718584,50.16835014052082,36.205781160383324,11.561538461538461,74.32791450850814,5.115315662064443,52.23119722026742,5.39,1007.007,319.159,687.848,0.44133355624349885,86.08999633789062,666.5999755859375,15376.955401020296,153.29616804341097
2006-07-14,75.21,1.2199999999999989,-6.702023919516942,-5.482023919516934,21.6259800917877,34.30208009318462,29.92098061619048,50.15942413269378,36.23445316972672,11.49974358974359,75.91772380044516,5.134506964747612,52.526389866291346,5.74,1007.157,319.31,687.847,0.44178936968698806,85.93000030517578,619.5999755859375,15381.245520565886,152.64659578330077
2006-07-21,73.98,0.46000000000000796,-5.446589934438947,-4.986589934438949,21.623912472408296,34.3068621367821,29.93826756719903,50.15031793588054,36.26313884672704,11.437948717948718,77.49675475120881,5.15241271108296,52.808387579169604,6.04,1007.187,319.34,687.847,0.442245415716092,85.44000244140625,634.7999877929688,15385.582740562604,152.06215532740137
2006-07-28,73.87,0.3400000000000034,-5.2613695842035115,-4.921369584203508,21.621871796226333,34.31163687231109,29.955471000342644,50.14103303428226,36.291838110805834,11.376153846153846,79.06306989491584,5.168983971182728,53.0,6.82,1005.412,317.566,687.846,0.44270169583892,84.56999969482422,644.0,15389.976595258902,151.54284667571275
2006-08-04,75.2,-1.1199999999999903,-6.4663628688106485,-7.586362868810634,21.619858210325944,34.31640434884094,29.972591191079893,50.13157091210011,36.320550881384705,11.314358974358974,80.61473176568308,5.184171815159164,53.0,8.08,1004.225,316.38,687.845,0.4431582115635814,85.5199966430664,633.5,15394.436618903224,151.08866982823486
2006-08-11,75.63,-1.3500000000000085,-6.721569788260335,-8.071569788260339,21.617871861791258,34.321164615441035,29.989628414869358,50.12193305353526,36.3492770778852,11.252564102564103,82.14980289762727,5.19792731312451,53.19976779287124,7.43,1002.618,314.773,687.845,0.44361496439818554,85.08999633789062,612.0999755859375,15398.972345744014,150.6996247849678
2006-08-18,71.79,-0.5599999999999881,-2.6569903425525845,-3.2169903425525774,21.615912897706405,34.325917721180744,30.006582947169566,50.11212094278887,36.3780166197289,11.19076923076923,83.66634582486518,5.210201535191014,53.474631371183094,6.84,1001.973,314.13,687.843,0.44407195585084186,85.37999725341797,622.0,15403.593310029715,150.37571154591149
2006-08-25,72.12,0.20000000000000284,-2.7126245316874056,-2.5126245316873983,21.61398146515552,34.33066371512943,30.02345506343913,50.10213606406212,36.40676942633738,11.128974358974359,85.16242308151358,5.220945551470916,53.7,7.09,1004.453,316.611,687.842,0.44452918742965974,84.94000244140625,624.4000244140625,15408.309046008773,150.11693011106598
2006-09-01,70.01,1.6600000000000108,-0.2784723556648032,1.3815276443352122,21.612077711222728,34.33540264635647,30.040245039136575,50.09197990155616,36.435535417132215,11.067179487179487,86.63609720168924,5.230110432076464,53.7,6.04,1002.349,314.507,687.842,0.44498666064274844,85.94999694824219,609.5999755859375,15413.129087929634,149.92328048043123
2006-09-08,67.53,1.769999999999996,2.5754661855152485,4.34546618551524,21.61020178299217,34.340134563931244,30.056953149720506,50.08165393947217,36.46431451153497,11.005384615384616,88.08543071950895,5.237647247119901,53.24040404040405,5.53,999.443,311.603,687.84,0.44544437699821754,85.98999786376953,576.4000244140625,15418.062970040743,149.79476265400726
2006-09-15,63.98,2.5999999999999943,6.549191091852738,9.149191091852733,21.608353827547973,34.3448595169231,30.073579670649444,50.07115966201132,36.493106628967226,10.943589743589744,89.50848616908947,5.243507066713475,52.55353535353535,5.15,996.594,308.755,687.839,0.44590233800417617,85.19999694824219,589.4000244140625,15423.120226590541,149.7313766317941
2006-09-22,61.4,1.1700000000000017,9.602702363347646,10.772702363347642,21.60653399197426,34.34957755440143,30.09012487738203,50.06049855337477,36.521911688850544,10.881794871794872,90.90332608454757,5.2476409609694254,52.2,4.8,996.484,308.646,687.838,0.44636054516873386,85.97000122070312,598.5999755859375,15428.310391827481,149.73312241379168
2006-09-29,61.94,3.1799999999999997,9.585999999999993,12.765999999999991,21.60474242335517,34.35428872543559,30.106589045376765,50.049672097763676,36.55072961060651,10.82,92.268013,5.25,52.2,4.17,999.839,312.001,687.838,0.44681899999999997,86.44000244140625,572.4000244140625,15433.643,149.8
2006-10-06,59.77,2.6200000000000045,12.329084001809784,14.949084001809789,21.602979268774835,34.35899307909495,30.122972450092266,50.03868177937923,36.579560313656685,10.973846153846154,93.62244959189772,5.251338002686438,52.2,4.32,1002.059,314.132,687.927,0.447307670055917,87.12000274658203,588.7999877929688,15439.052452946184,149.93200939041918
2006-10-13,58.58,0.25,14.141954368777002,14.391954368777002,21.601244675317385,34.36369066444889,30.13927536698706,50.02752908242259,36.60840371742265,11.127692307692309,94.98685876916878,5.252451219936905,52.02690058479532,5.07,1007.078,319.152,687.926,0.4478538083981243,86.2699966430664,593.0,15444.467246238699,150.1291505850491
2006-10-20,58.48,-0.030000000000001137,14.914611100901661,14.88461110090166,21.599538790066948,34.36838153056678,30.15549807151974,50.01621549109491,36.63725974132598,11.281538461538462,96.35978341464559,5.253354369904031,51.67602339181286,6.22,1004.142,315.947,688.195,0.4484533447902764,85.55999755859375,598.2000122070312,15449.888054727871,150.3914235838898
2006-10-27,58.88,1.1500000000000057,15.237054198183737,16.387054198183744,21.59786176010766,34.373065726517986,30.171640839148846,50.004742489597376,36.666128304788224,11.435384615384615,97.73976641116062,5.2540621707404505,51.4,7.39,1006.295,317.857,688.438,0.4491022089960278,85.70999908447266,626.9000244140625,15455.315553264023,150.71882838694128
2006-11-03,58.55,2.0700000000000003,16.339283660623284,18.409283660623277,21.59621373252365,34.37774330137188,30.187703945333,49.993111562131155,36.69500932723099,11.58923076923077,99.12535064154625,5.254589340598795,51.4,7.11,1006.889,318.374,688.515,0.4497963307790332,85.05000305175781,628.4000244140625,15460.750416697476,151.1113649942035
2006-11-10,59.96,1.9399999999999977,15.751299488220232,17.691299488220228,21.594594854399045,34.38241430419783,30.203687665530705,49.9813241928974,36.72390272807582,11.743076923076924,100.51507898863495,5.254950597631695,51.08111946532999,7.04,1008.262,319.657,688.605,0.45053163990294703,85.37000274658203,621.5,15466.19331987856,151.56903340567655
2006-11-17,57.56,-0.28999999999999915,19.023101680974623,18.733101680974624,21.593005272817983,34.38707878406521,30.21959227520059,49.96938186609727,36.75280842674431,11.896923076923077,101.90749433525916,5.255160659991784,50.62071846282372,7.39,1013.423,324.818,688.605,0.4513040661314239,83.70999908447266,628.7000122070312,15471.64493765759,152.09183362136037
2006-11-24,57.24,-1.9600000000000009,20.26469023888645,18.30469023888644,21.591445134864593,34.391736790043375,30.23541804980117,49.95728606593197,36.78172634265802,12.05076923076923,103.3011395642513,5.255234245831693,50.3,7.59,1013.063,324.458,688.605,0.45210953922811825,82.4800033569336,644.7000122070312,15477.105944884896,152.67976564125496
2006-12-01,62.02,-0.5700000000000003,16.456065161955724,15.886065161955722,21.589914587623,34.39638837120173,30.251165264791062,49.94503827660264,36.81065639523851,12.204615384615385,104.69455755844378,5.255186073304056,50.3,7.93,1011.873,323.268,688.605,0.45294398895668475,83.33000183105469,626.0999755859375,15482.577016410796,153.33282946536033
2006-12-08,62.32,-1.3100000000000023,17.177226450182417,15.867226450182415,21.58841377817734,34.40103357660961,30.266834195628796,49.93263998231044,36.83959850390737,12.358461538461539,106.0862912006691,5.255030860561504,50.524316022280466,7.51,1007.578,318.973,688.605,0.45380334508077785,84.05999755859375,615.0,15488.05882708562,154.05102509367646
2006-12-15,61.91,-0.6500000000000057,18.65817410356655,18.008174103566546,21.586942853611745,34.405672455336415,30.282425117772945,49.92009266725656,36.868552588086175,12.512307692307694,107.47488337375962,5.254783325756669,50.8326998689384,7.01,1001.255,312.65,688.605,0.45468353736405215,83.94000244140625,619.0999755859375,15493.552051759687,154.83435252620336
2006-12-22,62.4,-0.03999999999999915,19.288908122108115,19.248908122108116,21.58550196101035,34.41030505645149,30.297938306682084,49.907397815642156,36.8975185671965,12.666153846153847,108.85887696054782,5.254458187042182,51.14973378112713,6.26,993.123,304.518,688.605,0.45558049557016217,83.72000122070312,635.2000122070312,15499.057365283323,155.68281176294104
2006-12-29,60.66,0.9699999999999989,22.199428505807134,23.169428505807133,21.584091247457277,34.41493142902423,30.313374037814793,49.894556911668396,36.92649636065989,12.82,110.2368148438661,5.254070162570678,51.4,5.6,991.824,303.219,688.605,0.45649014946276245,84.62999725341797,604.9000244140625,15504.575442506848,156.59640280388953
2007-01-05,57.76,2.1299999999999955,26.262985238549835,28.39298523854983,21.58271086003666,34.419551622123976,30.328732586629624,49.881571439536444,36.95548588789795,12.973846153846154,111.60723990654694,5.253633970494786,51.4,5.5,986.075,297.47,688.605,0.4574084288055076,85.02999877929688,625.5,15510.10695828059,157.53192990633048
2007-01-12,54.11,2.3200000000000003,31.012828304222506,33.332828304222495,21.581360945832635,34.42416568482012,30.344014228585166,49.86844288344748,36.984487068332236,13.127692307692309,112.96869503142271,5.253164328967139,50.900741214865384,6.13,992.843,304.238,688.605,0.45833126336205215,84.86000061035156,635.5,15515.652587454866,158.4461973275454
2007-01-19,51.51,0.10999999999999943,34.64895770282515,34.75895770282515,21.58004165192933,34.42877366618203,30.35921923913993,49.85517272760266,37.01349982138433,13.281538461538462,114.31972310132588,5.25267595614037,50.107088953685924,6.52,993.632,305.027,688.605,0.45925458289605053,85.27999877929688,644.5,15521.213004880008,159.3392050675345
2007-01-26,53.57,-1.2999999999999972,33.56137343435776,32.26137343435777,21.578753125410877,34.43337561527907,30.37434789375257,49.84176245620314,37.04252406647579,13.435384615384615,115.65886699908891,5.252183570167111,49.5,7.29,996.316,307.711,688.605,0.46017431717115737,84.95999908447266,646.2000122070312,15526.788885406335,160.21095312629765
2007-02-02,57.11,1.1899999999999977,30.93007549882039,32.12007549882039,21.577495513361406,34.43797158118062,30.38940046788158,49.82821355345012,37.071559723028194,13.58923076923077,116.98466960754418,5.251701889199994,49.5,7.71,995.798,307.193,688.605,0.4610863959510273,84.87000274658203,667.5,15532.38090388417,161.06144150383494
2007-02-09,58.99,1.0900000000000034,29.895063896212918,30.98506389621292,21.576268962865043,34.44256161295604,30.404377236985567,49.81452750354473,37.100606710463126,13.743076923076924,118.29567380952416,5.251245631391649,50.220068906115415,8.31,995.209,306.604,688.605,0.46198674899931474,84.08999633789062,668.7999877929688,15537.989735163837,161.89067020014625
2007-02-16,58.41,2.8699999999999974,31.256338626535456,34.12633862653545,21.575073621005934,34.447145759674704,30.41927847652309,49.80070579068817,37.12966494820215,13.896923076923077,119.59042248786129,5.25082951489471,51.23781223083549,8.43,998.903,310.298,688.605,0.4628713060796743,84.06999969482422,683.0999755859375,15543.616054095663,162.69863921523168
2007-02-23,59.57,1.4100000000000037,30.813899689787956,32.22389968978796,21.573909634868187,34.45172407040599,30.434104461952728,49.78674989908159,37.15873435566682,14.05076923076923,120.86745852538796,5.250468257861812,51.9,7.46,1000.324,311.719,688.605,0.46373599695576045,83.73999786376953,641.5,15549.260535529966,163.48534854909119
2007-03-02,61.64,1.0200000000000031,29.397747085970423,30.417747085970433,21.572777151535956,34.45629659421926,30.448855468733026,49.77266131292616,37.18781485227875,14.204615384615385,122.12532480493662,5.250176578445581,51.9,7.34,995.426,306.822,688.604,0.4645767513912278,84.23999786376953,650.0,15554.923854317074,164.2507982017248
2007-03-09,60.85,0.5,30.777880815082863,31.277880815082863,21.57167631809336,34.46086338018388,30.46353177232256,49.75844151642305,37.21690635745948,14.358461538461539,123.36256420933974,5.249969194798652,51.47037037037037,7.32,996.606,308.002,688.604,0.4653894991497309,83.2300033569336,652.5999755859375,15560.606685307306,164.99498817313247
2007-03-16,57.94,-2.9299999999999997,34.214300877125275,31.284300877125276,21.570607281624532,34.465424477369226,30.478133648179906,49.74409199377342,37.24600879063058,14.512307692307694,124.57771962142972,5.249860825073657,50.951851851851856,6.86,1000.53,311.926,688.604,0.4661701699949243,83.27999877929688,656.7000122070312,15566.30970335099,165.71791846331422
2007-03-23,58.26,-2.8300000000000054,34.35700727209766,31.52700727209766,21.56957018921361,34.46997993484468,30.49266137176362,49.72961422917844,37.27512207121365,14.666153846153847,125.76933392403897,5.24986618742323,50.7,6.91,999.683,311.08,688.603,0.46691469369046246,82.93000030517578,663.0,15572.033583298446,166.41958907227007
2007-03-30,64.18,-1.9199999999999875,28.835999999999995,26.916000000000007,21.56856518794471,34.4745298016796,30.507115218532288,49.71500970683929,37.30424611863024,14.82,126.93595,5.25,50.7,7.32,1003.99,315.387,688.603,0.46761900000000006,82.98999786376953,674.2000122070312,15577.779,167.1
2007-04-06,64.82,-3.730000000000004,28.53127906083235,24.801279060832353,21.56759242490198,34.47907412694336,30.521495463944454,49.700279910957114,37.33338085230194,14.820769230769232,128.06686323531966,5.250497139216879,50.7,7.55,1004.88,316.219,688.661,0.4681979054941543,82.12999725341797,685.4000244140625,15583.777480896008,167.75915124650402
2007-04-13,62.58,-5.6200000000000045,31.042844454594633,25.422844454594628,21.56665204716954,34.483612959705326,30.5358023834587,49.6854263257331,37.362526191650296,14.821538461538461,129.15588529788303,5.251499124406683,51.18555555555556,7.83,1004.14,315.225,688.915,0.46859202928252197,81.63999938964844,692.0,15590.216874124344,168.39704281178217
2007-04-20,63.06,-3.1499999999999915,30.770696181286894,27.6206961812869,21.565744201831524,34.48814634903487,30.55003625253359,49.67045043536841,37.39168205609691,14.822307692307692,130.20833349333992,5.252880638101904,52.093333333333334,7.51,1006.324,317.299,689.025,0.46883600493722666,81.52999877929688,678.7000122070312,15597.032335581622,169.01367469583434
2007-04-27,65.26,-2.1299999999999955,28.71483424090913,26.584834240909135,21.564869035972066,34.492674344001365,30.564197346627715,49.655353724064206,37.420848365063335,14.823076923076924,131.2295251273401,5.25451636283503,52.6,7.48,1007.781,318.468,689.313,0.4689644660303919,81.73999786376953,687.2000122070312,15604.159021164449,169.60904689866064
2007-05-04,63.82,-2.220000000000006,30.23525863346133,28.015258633461332,21.564026696675292,34.49719699367419,30.57828594119961,49.640137676021666,37.45002503797115,14.823846153846153,132.2247775055333,5.2562809811385565,52.6,7.68,1013.417,323.94,689.477,0.46901204613414127,82.12000274658203,670.5999755859375,15611.53208676943,170.183159420261
2007-05-11,61.9,-2.009999999999998,32.17196935894352,30.16196935894352,21.56321733102534,34.501714347122686,30.592302311707872,49.62480377544193,37.47921199424192,14.824615384615385,133.19940793356935,5.25804917554497,52.5637037037037,7.56,1014.61,325.001,689.609,0.46901337882059857,82.19999694824219,661.0,15619.086688293179,170.73601226063545
2007-05-18,63.61,-3.9399999999999977,30.434321673217465,26.494321673217467,21.562441086106332,34.506226453416254,30.606246733611037,49.609353506526205,37.50840915329723,14.825384615384616,134.1587337170979,5.2596956285867655,52.5262962962963,7.74,1016.661,326.97,689.691,0.4690030976618872,82.33000183105469,655.0999755859375,15626.757981632303,171.2770094962992
2007-05-25,64.89,-5.760000000000005,29.198447111453884,23.438447111453883,21.561698109002407,34.51073336162426,30.620119482367684,49.59378835347563,37.53761643455865,14.826153846153847,135.10807216176883,5.26109502279643,52.5,7.56,1015.002,325.014,689.988,0.46901583623013077,82.31999969482422,671.2000122070312,15634.48112268341,171.86257558634344
2007-06-01,63.94,-4.510000000000005,30.283700929514584,25.773700929514575,21.56098854679769,34.515235120816065,30.633920833436395,49.57810980049139,37.56683375744774,14.826923076923077,136.0527405732318,5.2621220407064575,52.5,7.65,1015.497,325.227,690.27,0.469086228097453,82.69000244140625,645.5,15642.191267343109,172.50211460728335
2007-06-08,65.9,-5.329999999999998,28.550083127399517,23.220083127399523,21.560312546576316,34.51973178006104,30.647651062275745,49.56231933177463,37.5960610413861,14.827692307692308,136.99805625713668,5.2626513648493365,52.53333333333334,7.76,1015.579,325.309,690.27,0.4692489068359774,82.8499984741211,654.5,15649.823571508008,173.19562655911898
